ligand,receptor,
Nectin3,Nectin2,Nectin3_Nectin2
Nectin3,Pvr,Nectin3_Pvr
Nectin3,Tigit,Nectin3_Tigit
Nectin2,Cd226,Nectin2_Cd226
Nectin2,Tigit,Nectin2_Tigit
Nectin1,Nectin3,Nectin1_Nectin3
Negr1,Negr1,Negr1_Negr1
Lrrc4c,Ntng1,Lrrc4c_Ntng1
Lrrc4,Ntng2,Lrrc4_Ntng2
Lrrc4b,Ptprf,Lrrc4b_Ptprf
Ulbp1,KLRK1_HCST,Ulbp1_KLRK1_HCST
Dlk1,Notch1,Dlk1_Notch1
Dlk1,Notch2,Dlk1_Notch2
Dlk1,Notch3,Dlk1_Notch3
Dlk1,Notch4,Dlk1_Notch4
Dll1,Notch1,Dll1_Notch1
Dll1,Notch3,Dll1_Notch3
Dll1,Notch4,Dll1_Notch4
Dll3,Notch1,Dll3_Notch1
Dll3,Notch2,Dll3_Notch2
Dll3,Notch3,Dll3_Notch3
Dll3,Notch4,Dll3_Notch4
Dll4,Notch1,Dll4_Notch1
Dll4,Notch2,Dll4_Notch2
Dll4,Notch3,Dll4_Notch3
Dll4,Notch4,Dll4_Notch4
Jag1,Notch1,Jag1_Notch1
Jag1,Notch2,Jag1_Notch2
Jag1,Notch3,Jag1_Notch3
Jag1,Notch4,Jag1_Notch4
Jag2,Notch1,Jag2_Notch1
Jag2,Notch2,Jag2_Notch2
Jag2,Notch3,Jag2_Notch3
Jag2,Notch4,Jag2_Notch4
Dll1,Notch2,Dll1_Notch2
Nrxn1,Nlgn1,Nrxn1_Nlgn1
Nrxn1,Nlgn2,Nrxn1_Nlgn2
Nrxn1,Nlgn3,Nrxn1_Nlgn3
Nrxn2,Nlgn1,Nrxn2_Nlgn1
Nrxn2,Nlgn2,Nrxn2_Nlgn2
Nrxn2,Nlgn3,Nrxn2_Nlgn3
Nrxn3,Nlgn1,Nrxn3_Nlgn1
Nrxn3,Nlgn2,Nrxn3_Nlgn2
Nrxn3,Nlgn3,Nrxn3_Nlgn3
Ocln,Ocln,Ocln_Ocln
Cd274,Pdcd1,Cd274_Pdcd1
Pdcd1lg2,Pdcd1,Pdcd1lg2_Pdcd1
Pecam1,Pecam1,Pecam1_Pecam1
Ptprm,Ptprm,Ptprm_Ptprm
Pvr,Cd226,Pvr_Cd226
Pvr,Tigit,Pvr_Tigit
Sele,Cd44,Sele_Cd44
Sele,Glg1,Sele_Glg1
Sell,Cd34,Sell_Cd34
Sell,Podxl,Sell_Podxl
Sell,Glycam1,Sell_Glycam1
Sell,Madcam1,Sell_Madcam1
Selplg,Sele,Selplg_Sele
Selplg,Sell,Selplg_Sell
Selplg,Selp,Selplg_Selp
Sema4a,NRP1_PLXNA1,Sema4a_NRP1_PLXNA1
Sema4a,NRP1_PLXNA2,Sema4a_NRP1_PLXNA2
Sema4a,NRP1_PLXNA3,Sema4a_NRP1_PLXNA3
Sema4a,NRP1_PLXNA4,Sema4a_NRP1_PLXNA4
Sema4a,Plxnb1,Sema4a_Plxnb1
Sema4a,Plxnb2,Sema4a_Plxnb2
Sema4a,Plxnb3,Sema4a_Plxnb3
Sema4d,Plxnb1,Sema4d_Plxnb1
Sema4d,Plxnb2,Sema4d_Plxnb2
Sema4d,Plxnb3,Sema4d_Plxnb3
Sema4c,Plxnb2,Sema4c_Plxnb2
Sema4g,Plxnb2,Sema4g_Plxnb2
Sema4a,Timd2,Sema4a_Timd2
Sema4d,Cd72,Sema4d_Cd72
Sema5a,Plxna1,Sema5a_Plxna1
Sema5b,Plxna1,Sema5b_Plxna1
Sema5a,Plxna3,Sema5a_Plxna3
Sema5b,Plxna3,Sema5b_Plxna3
Sema5a,Plxnb3,Sema5a_Plxnb3
Sema6d,PLXNA1_KDR,Sema6d_PLXNA1_KDR
Sema6d,PLXNA1_TREM2,Sema6d_PLXNA1_TREM2
Sema6d,Plxna1,Sema6d_Plxna1
Sema6a,Plxna2,Sema6a_Plxna2
Sema6b,Plxna2,Sema6b_Plxna2
Sema6a,Plxna4,Sema6a_Plxna4
Sema6b,Plxna4,Sema6b_Plxna4
Sema7a,ITGB1_ITGA1,Sema7a_ITGB1_ITGA1
Sema7a,Plxnc1,Sema7a_Plxnc1
Siglec1,Spn,Siglec1_Spn
Thy1,ITGAM_ITGB2,Thy1_ITGAM_ITGB2
Thy1,ITGAX_ITGB2,Thy1_ITGAX_ITGB2
Thy1,ITGAV_ITGB3,Thy1_ITGAV_ITGB3
Tigit,Nectin2,Tigit_Nectin2
Tigit,Pvr,Tigit_Pvr
ITGA4_ITGB1,Vcam1,ITGA4_ITGB1_Vcam1
ITGA9_ITGB1,Vcam1,ITGA9_ITGB1_Vcam1
ITGA4_ITGB7,Vcam1,ITGA4_ITGB7_Vcam1
Vsir,Igsf11,Vsir_Igsf11
